budget,genre,gross,name,rating,released,runtime,votes,winner
2004,Paul N.J. Ottosson,Spider-Man 2,FALSE,,,,,0
2004,Tom Fleischman and Petur Hliddal,The Aviator,FALSE,,,,,0
2004,"Randy Thom, Gary A. Rizzo and Doc Kane",The Incredibles,FALSE,,,,,0
2004,"Randy Thom, Tom Johnson, Dennis Sands and William B. Kaplan",The Polar Express,FALSE,,,,,0
2004,"Scott Millan, Greg Orloff, Bob Beemer and Steve Cantamessa",Ray,TRUE,,,,,0
2004,"Kevin O'Connell, Greg P. Russell, Jeffrey J. Haboush and Joseph Geisinger",Spider-Man 2,FALSE,,,,,0
2004,"Roger Guyett, Tim Burke, John Richardson and Bill George",Harry Potter and the Prisoner of Azkaban,FALSE,,,,,0
2004,"John Nelson, Andrew R. Jones, Erik Nash and Joe Letteri","I, Robot",FALSE,,,,,0
2004,"John Dykstra, Scott Stokdyk, Anthony LaMolinara and John Frazier",Spider-Man 2,TRUE,,,,,0
2004,Screenplay by Richard Linklater & Julie Delpy & Ethan Hawke; Story by Richard Linklater & Kim Krizan,Before Sunset,FALSE,,,,,0
2004,Screenplay by David Magee,Finding Neverland,FALSE,,,,,0
2004,Screenplay by Paul Haggis,Million Dollar Baby,FALSE,,,,,0
2004,Screenplay by José Rivera,The Motorcycle Diaries,FALSE,,,,,0
2004,Screenplay by Alexander Payne & Jim Taylor,Sideways,TRUE,,,,,0
2004,Written by John Logan,The Aviator,FALSE,,,,,0
2004,Screenplay by Charlie Kaufman; Story by Charlie Kaufman & Michel Gondry & Pierre Bismuth,Eternal Sunshine of the Spotless Mind,TRUE,,,,,0
2004,Written by Keir Pearson & Terry George,Hotel Rwanda,FALSE,,,,,0
2004,Written by Brad Bird,The Incredibles,FALSE,,,,,0
2004,Written by Mike Leigh,Vera Drake,FALSE,,,,,0
2004,Roger Mayer,,TRUE,,,,,0
2004,Sidney Lumet in recognition of his brilliant services to screenwriters,,TRUE,,,,,0
2005,Philip Seymour Hoffman,Capote,TRUE,,,,,0
2005,Terrence Howard,Hustle & Flow,FALSE,,,,,0
2005,Heath Ledger,Brokeback Mountain,FALSE,,,,,0
2005,Joaquin Phoenix,Walk the Line,FALSE,,,,,0
2005,David Strathairn,"Good Night, and Good Luck.",FALSE,,,,,0
2005,George Clooney,Syriana,TRUE,,,,,0
2005,Matt Dillon,Crash,FALSE,,,,,0
2005,Paul Giamatti,Cinderella Man,FALSE,,,,,0
2005,Jake Gyllenhaal,Brokeback Mountain,FALSE,,,,,0
2005,William Hurt,A History of Violence,FALSE,,,,,0
2005,Judi Dench,Mrs. Henderson Presents,FALSE,,,,,0
2005,Felicity Huffman,Transamerica,FALSE,,,,,0
2005,Keira Knightley,Pride & Prejudice,FALSE,,,,,0
2005,Charlize Theron,North Country,FALSE,,,,,0
2005,Reese Witherspoon,Walk the Line,TRUE,,,,,0
2005,Amy Adams,Junebug,FALSE,,,,,0
2005,Catherine Keener,Capote,FALSE,,,,,0
2005,Frances McDormand,North Country,FALSE,,,,,0
2005,Rachel Weisz,The Constant Gardener,TRUE,,,,,0
2005,Michelle Williams,Brokeback Mountain,FALSE,,,,,0
2005,Hayao Miyazaki,Howl's Moving Castle,FALSE,,,,,0
2005,Mike Johnson and Tim Burton,Tim Burton's Corpse Bride,FALSE,,,,,0
2005,Nick Park and Steve Box,Wallace & Gromit in The Curse of the Were-Rabbit,TRUE,,,,,0
2005,Art Direction: Jim Bissell; Set Decoration: Jan Pascale,"Good Night, and Good Luck.",FALSE,,,,,0
2005,Art Direction: Stuart Craig; Set Decoration: Stephenie McMillan,Harry Potter and the Goblet of Fire,FALSE,,,,,0
2005,Art Direction: Grant Major; Set Decoration: Dan Hennah and Simon Bright,King Kong,FALSE,,,,,0
2005,Art Direction: John Myhre; Set Decoration: Gretchen Rau,Memoirs of a Geisha,TRUE,,,,,0
2005,Art Direction: Sarah Greenwood; Set Decoration: Katie Spencer,Pride & Prejudice,FALSE,,,,,0
2005,Wally Pfister,Batman Begins,FALSE,,,,,0
2005,Rodrigo Prieto,Brokeback Mountain,FALSE,,,,,0
2005,Robert Elswit,"Good Night, and Good Luck.",FALSE,,,,,0
2005,Dion Beebe,Memoirs of a Geisha,TRUE,,,,,0
2005,Emmanuel Lubezki,The New World,FALSE,,,,,0
2005,Gabriella Pescucci,Charlie and the Chocolate Factory,FALSE,,,,,0
2005,Colleen Atwood,Memoirs of a Geisha,TRUE,,,,,0
2005,Sandy Powell,Mrs. Henderson Presents,FALSE,,,,,0
2005,Jacqueline Durran,Pride & Prejudice,FALSE,,,,,0
2005,Arianne Phillips,Walk the Line,FALSE,,,,,0
2005,Ang Lee,Brokeback Mountain,TRUE,,,,,0
2005,Bennett Miller,Capote,FALSE,,,,,0
2005,Paul Haggis,Crash,FALSE,,,,,0
2005,George Clooney,"Good Night, and Good Luck.",FALSE,,,,,0
2005,Steven Spielberg,Munich,FALSE,,,,,0
2005,Hubert Sauper,Darwin's Nightmare,FALSE,,,,,0
2005,Alex Gibney and Jason Kliot,Enron: The Smartest Guys in the Room,FALSE,,,,,0
2005,Luc Jacquet and Yves Darondeau,March of the Penguins,TRUE,,,,,0
2005,Henry-Alex Rubin and Dana Adam Shapiro,Murderball,FALSE,,,,,0
2005,Marshall Curry,Street Fight,FALSE,,,,,0
2005,Dan Krauss,The Death of Kevin Carter: Casualty of the Bang Bang Club,FALSE,,,,,0
2005,Kimberlee Acquaro and Stacy Sherman,God Sleeps in Rwanda,FALSE,,,,,0
2005,Steven Okazaki,The Mushroom Club,FALSE,,,,,0
2005,Corinne Marrinan and Eric Simonson,A Note of Triumph: The Golden Age of Norman Corwin,TRUE,,,,,0
2005,Mike Hill and Dan Hanley,Cinderella Man,FALSE,,,,,0
2005,Claire Simpson,The Constant Gardener,FALSE,,,,,0
2005,Hughes Winborne,Crash,TRUE,,,,,0
2005,Michael Kahn,Munich,FALSE,,,,,0
2005,Michael McCusker,Walk the Line,FALSE,,,,,0
2005,Italy,Don't Tell,FALSE,,,,,0
2005,France,Joyeux Noël,FALSE,,,,,0
2005,The Palestinian Territories,Paradise Now,FALSE,,,,,0
2005,Germany,Sophie Scholl - The Final Days,FALSE,,,,,0
2005,South Africa,Tsotsi,TRUE,,,,,0
2005,Howard Berger and Tami Lane,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",TRUE,,,,,0
2005,David Leroy Anderson and Lance Anderson,Cinderella Man,FALSE,,,,,0
2005,Dave Elsey and Nikki Gooley,Star Wars: Episode III Revenge of the Sith,FALSE,,,,,0
2005,Gustavo Santaolalla,Brokeback Mountain,TRUE,,,,,0
2005,Alberto Iglesias,The Constant Gardener,FALSE,,,,,0
2005,John Williams,Memoirs of a Geisha,FALSE,,,,,0
2005,John Williams,Munich,FALSE,,,,,0
2005,Dario Marianelli,Pride & Prejudice,FALSE,,,,,0
2005,"Music by Kathleen ""Bird"" York and Michael Becker; Lyric by Kathleen ""Bird"" York",Crash,FALSE,,,,,0
2005,"Music and Lyric by Jordan Houston, Cedric Coleman and Paul Beauregard",Hustle & Flow,TRUE,,,,,0
2005,Music and Lyric by Dolly Parton,Transamerica,FALSE,,,,,0
2005,"Diana Ossana and James Schamus, Producers",Brokeback Mountain,FALSE,,,,,0
2005,"Caroline Baron, William Vince and Michael Ohoven, Producers",Capote,FALSE,,,,,0
2005,"Paul Haggis and Cathy Schulman, Producers",Crash,TRUE,,,,,0
2005,"Grant Heslov, Producer","Good Night, and Good Luck.",FALSE,,,,,0
2005,"Kathleen Kennedy, Steven Spielberg and Barry Mendel, Producers",Munich,FALSE,,,,,0
2005,Sharon Colman,Badgered,FALSE,,,,,0
2005,John Canemaker and Peggy Stern,The Moon and the Son: An Imagined Conversation,TRUE,,,,,0
2005,Anthony Lucas,The Mysterious Geographic Explorations of Jasper Morello,FALSE,,,,,0
2005,Shane Acker,9,FALSE,,,,,0
2005,Andrew Jimenez and Mark Andrews,One Man Band,FALSE,,,,,0
2005,Ulrike Grote,Ausreisser (The Runaway),FALSE,,,,,0
2005,Sean Ellis and Lene Bausager,Cashback,FALSE,,,,,0
2005,Rúnar Rúnarsson and Thor S. Sigurjónsson,The Last Farm,FALSE,,,,,0
2005,Rob Pearlstein and Pia Clemente,Our Time Is Up,FALSE,,,,,0
2005,Martin McDonagh,Six Shooter,TRUE,,,,,0
2005,Mike Hopkins and Ethan Van der Ryn,King Kong,TRUE,,,,,0
2005,Wylie Stateman,Memoirs of a Geisha,FALSE,,,,,0
2005,Richard King,War of the Worlds,FALSE,,,,,0
2005,"Terry Porter, Dean A. Zupancic and Tony Johnson","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",FALSE,,,,,0
2005,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",King Kong,TRUE,,,,,0
2005,"Kevin O'Connell, Greg P. Russell, Rick Kline and John Pritchett",Memoirs of a Geisha,FALSE,,,,,0
2005,"Paul Massey, D.M. Hemphill and Peter F. Kurland",Walk the Line,FALSE,,,,,0
2005,"Andy Nelson, Anna Behlmer and Ronald Judkins",War of the Worlds,FALSE,,,,,0
2005,"Dean Wright, Bill Westenhofer, Jim Berney and Scott Farrar","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",FALSE,,,,,0
2005,"Joe Letteri, Brian Van't Hul, Christian Rivers and Richard Taylor",King Kong,TRUE,,,,,0
2005,"Dennis Muren, Pablo Helman, Randal M. Dutra and Daniel Sudick",War of the Worlds,FALSE,,,,,0
2005,Screenplay by Larry McMurtry & Diana Ossana,Brokeback Mountain,TRUE,,,,,0
2005,Screenplay by Dan Futterman,Capote,FALSE,,,,,0
2005,Screenplay by Jeffrey Caine,The Constant Gardener,FALSE,,,,,0
2005,Screenplay by Josh Olson,A History of Violence,FALSE,,,,,0
2005,Screenplay by Tony Kushner and Eric Roth,Munich,FALSE,,,,,0
2005,Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis,Crash,TRUE,,,,,0
2005,Screenplay by George Clooney & Grant Heslov,"Good Night, and Good Luck.",FALSE,,,,,0
2005,Written by Woody Allen,Match Point,FALSE,,,,,0
2005,Written by Noah Baumbach,The Squid and the Whale,FALSE,,,,,0
2005,Written by Stephen Gaghan,Syriana,FALSE,,,,,0
2005,Robert Altman in recognition of a career that has repeatedly reinvented the art form and inspired filmmakers and audiences alike.,,TRUE,,,,,0
2006,Leonardo DiCaprio,Blood Diamond,FALSE,,,,,0
2006,Ryan Gosling,Half Nelson,FALSE,,,,,0
2006,Peter O'Toole,Venus,FALSE,,,,,0
2006,Will Smith,The Pursuit of Happyness,FALSE,,,,,0
2006,Forest Whitaker,The Last King of Scotland,TRUE,,,,,0
2006,Alan Arkin,Little Miss Sunshine,TRUE,,,,,0
2006,Jackie Earle Haley,Little Children,FALSE,,,,,0
2006,Djimon Hounsou,Blood Diamond,FALSE,,,,,0
2006,Eddie Murphy,Dreamgirls,FALSE,,,,,0
2006,Mark Wahlberg,The Departed,FALSE,,,,,0
2006,Penélope Cruz,Volver,FALSE,,,,,0
2006,Judi Dench,Notes on a Scandal,FALSE,,,,,0
2006,Helen Mirren,The Queen,TRUE,,,,,0
2006,Meryl Streep,The Devil Wears Prada,FALSE,,,,,0
2006,Kate Winslet,Little Children,FALSE,,,,,0
2006,Adriana Barraza,Babel,FALSE,,,,,0
2006,Cate Blanchett,Notes on a Scandal,FALSE,,,,,0
2006,Abigail Breslin,Little Miss Sunshine,FALSE,,,,,0
2006,Jennifer Hudson,Dreamgirls,TRUE,,,,,0
2006,Rinko Kikuchi,Babel,FALSE,,,,,0
2006,John Lasseter,Cars,FALSE,,,,,0
2006,George Miller,Happy Feet,TRUE,,,,,0
2006,Gil Kenan,Monster House,FALSE,,,,,0
2006,Art Direction: John Myhre; Set Decoration: Nancy Haigh,Dreamgirls,FALSE,,,,,0
2006,Art Direction: Jeannine Oppewall; Set Decoration: Gretchen Rau and Leslie E. Rollins,The Good Shepherd,FALSE,,,,,0
2006,Art Direction: Eugenio Caballero; Set Decoration: Pilar Revuelta,Pan's Labyrinth,TRUE,,,,,0
2006,Art Direction: Rick Heinrichs; Set Decoration: Cheryl Carasik,Pirates of the Caribbean: Dead Man's Chest,FALSE,,,,,0
2006,Art Direction: Nathan Crowley; Set Decoration: Julie Ochipinti,The Prestige,FALSE,,,,,0
2006,Vilmos Zsigmond,The Black Dahlia,FALSE,,,,,0
2006,Emmanuel Lubezki,Children of Men,FALSE,,,,,0
2006,Dick Pope,The Illusionist,FALSE,,,,,0
2006,Guillermo Navarro,Pan's Labyrinth,TRUE,,,,,0
2006,Wally Pfister,The Prestige,FALSE,,,,,0
2006,Yee Chung Man,Curse of the Golden Flower,FALSE,,,,,0
2006,Patricia Field,The Devil Wears Prada,FALSE,,,,,0
2006,Sharen Davis,Dreamgirls,FALSE,,,,,0
2006,Milena Canonero,Marie Antoinette,TRUE,,,,,0
2006,Consolata Boyle,The Queen,FALSE,,,,,0
2006,Alejandro González Iñárritu,Babel,FALSE,,,,,0
2006,Martin Scorsese,The Departed,TRUE,,,,,0
2006,Clint Eastwood,Letters from Iwo Jima,FALSE,,,,,0
2006,Stephen Frears,The Queen,FALSE,,,,,0
2006,Paul Greengrass,United 93,FALSE,,,,,0
2006,Amy Berg and Frank Donner,Deliver Us from Evil,FALSE,,,,,0
2006,Davis Guggenheim,An Inconvenient Truth,TRUE,,,,,0
2006,James Longley and John Sinno,Iraq in Fragments,FALSE,,,,,0
2006,Heidi Ewing and Rachel Grady,Jesus Camp,FALSE,,,,,0
2006,Laura Poitras and Jocelyn Glatzer,"My Country, My Country",FALSE,,,,,0
2006,Ruby Yang and Thomas Lennon,The Blood of Yingzhou District,TRUE,,,,,0
2006,Leslie Iwerks and Mike Glad,Recycled Life,FALSE,,,,,0
2006,Karen Goodman and Kirk Simon,Rehearsing a Dream,FALSE,,,,,0
2006,Nathaniel Kahn and Susan Rose Behr,Two Hands,FALSE,,,,,0
2006,Stephen Mirrione and Douglas Crise,Babel,FALSE,,,,,0
2006,Steven Rosenblum,Blood Diamond,FALSE,,,,,0
2006,Alex Rodríguez and Alfonso Cuarón,Children of Men,FALSE,,,,,0
2006,Thelma Schoonmaker,The Departed,TRUE,,,,,0
2006,"Clare Douglas, Christopher Rouse and Richard Pearson",United 93,FALSE,,,,,0
2006,Denmark,After the Wedding,FALSE,,,,,0
2006,Algeria,Days of Glory (Indigènes),FALSE,,,,,0
2006,Germany,The Lives of Others,TRUE,,,,,0
2006,Mexico,Pan's Labyrinth,FALSE,,,,,0
2006,Canada,Water,FALSE,,,,,0
2006,Aldo Signoretti and Vittorio Sodano,Apocalypto,FALSE,,,,,0
2006,Kazuhiro Tsuji and Bill Corso,Click,FALSE,,,,,0
2006,David Martí and Montse Ribé,Pan's Labyrinth,TRUE,,,,,0
2006,Gustavo Santaolalla,Babel,TRUE,,,,,0
2006,Thomas Newman,The Good German,FALSE,,,,,0
2006,Philip Glass,Notes on a Scandal,FALSE,,,,,0
2006,Javier Navarrete,Pan's Labyrinth,FALSE,,,,,0
2006,Alexandre Desplat,The Queen,FALSE,,,,,0
2006,Music and Lyric by Melissa Etheridge,An Inconvenient Truth,TRUE,,,,,0
2006,Music by Henry Krieger and Scott Cutler; Lyric by Anne Preven,Dreamgirls,FALSE,,,,,0
2006,Music by Henry Krieger; Lyric by Siedah Garrett,Dreamgirls,FALSE,,,,,0
2006,Music and Lyric by Randy Newman,Cars,FALSE,,,,,0
2006,Music by Henry Krieger; Lyric by Willie Reale,Dreamgirls,FALSE,,,,,0
2006,"Alejandro González Iñárritu, Jon Kilik and Steve Golin, Producers",Babel,FALSE,,,,,0
2006,"Graham King, Producer",The Departed,TRUE,,,,,0
2006,"Clint Eastwood, Steven Spielberg and Robert Lorenz, Producers",Letters from Iwo Jima,FALSE,,,,,0
2006,"David T. Friendly, Peter Saraf and Marc Turtletaub, Producers",Little Miss Sunshine,FALSE,,,,,0
2006,"Andy Harries, Christine Langan and Tracey Seaward, Producers",The Queen,FALSE,,,,,0
2006,Torill Kove,The Danish Poet,TRUE,,,,,0
2006,Gary Rydstrom,Lifted,FALSE,,,,,0
2006,Roger Allers and Don Hahn,The Little Matchgirl,FALSE,,,,,0
2006,Géza M. Tóth,Maestro,FALSE,,,,,0
2006,Chris Renaud and Michael Thurmeier,No Time for Nuts,FALSE,,,,,0
2006,Javier Fesser and Luis Manso,Binta and the Great Idea (Binta Y La Gran Idea),FALSE,,,,,0
2006,Borja Cobeaga,Éramos Pocos (One Too Many),FALSE,,,,,0
2006,Søren Pilmark and Kim Magnusson,Helmer & Son,FALSE,,,,,0
2006,Peter Templeman and Stuart Parkyn,The Saviour,FALSE,,,,,0
2006,Ari Sandel,West Bank Story,TRUE,,,,,0
2006,Sean McCormack and Kami Asgar,Apocalypto,FALSE,,,,,0
2006,Lon Bender,Blood Diamond,FALSE,,,,,0
2006,Alan Robert Murray and Bub Asman,Flags of Our Fathers,FALSE,,,,,0
2006,Alan Robert Murray and Bub Asman,Letters from Iwo Jima,TRUE,,,,,0
2006,Christopher Boyes and George Watters II,Pirates of the Caribbean: Dead Man's Chest,FALSE,,,,,0
2006,"Kevin O'Connell, Greg P. Russell and Fernando Cámara",Apocalypto,FALSE,,,,,0
2006,"Andy Nelson, Anna Behlmer and Ivan Sharrock",Blood Diamond,FALSE,,,,,0
2006,"Michael Minkler, Bob Beemer and Willie Burton",Dreamgirls,TRUE,,,,,0
2006,"John Reitz, Dave Campbell, Gregg Rudloff and Walt Martin",Flags of Our Fathers,FALSE,,,,,0
2006,"Paul Massey, Christopher Boyes and Lee Orloff",Pirates of the Caribbean: Dead Man's Chest,FALSE,,,,,0
2006,"John Knoll, Hal Hickel, Charles Gibson and Allen Hall",Pirates of the Caribbean: Dead Man's Chest,TRUE,,,,,0
2006,"Boyd Shermis, Kim Libreri, Chas Jarrett and John Frazier",Poseidon,FALSE,,,,,0
2006,"Mark Stetson, Neil Corbould, Richard R. Hoover and Jon Thum",Superman Returns,FALSE,,,,,0
2006,Screenplay by Sacha Baron Cohen & Anthony Hines & Peter Baynham & Dan Mazer; Story by Sacha Baron Cohen & Peter Baynham & Anthony Hines & Todd Phillips,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,FALSE,,,,,0
2006,Screenplay by Alfonso Cuarón & Timothy J. Sexton and David Arata and Mark Fergus & Hawk Ostby,Children of Men,FALSE,,,,,0
2006,Screenplay by William Monahan,The Departed,TRUE,,,,,0
2006,Screenplay by Todd Field & Tom Perrotta,Little Children,FALSE,,,,,0
2006,Screenplay by Patrick Marber,Notes on a Scandal,FALSE,,,,,0
2006,Written by Guillermo Arriaga,Babel,FALSE,,,,,0
2006,Screenplay by Iris Yamashita; Story by Iris Yamashita & Paul Haggis,Letters from Iwo Jima,FALSE,,,,,0
2006,Written by Michael Arndt,Little Miss Sunshine,TRUE,,,,,0
2006,Written by Guillermo del Toro,Pan's Labyrinth,FALSE,,,,,0
2006,Written by Peter Morgan,The Queen,FALSE,,,,,0
2006,Sherry Lansing,,TRUE,,,,,0
2006,Ennio Morricone in recognition of his magnificent and multifaceted contributions to the art of film music.,,TRUE,,,,,0
2007,George Clooney,Michael Clayton,FALSE,,,,,0
2007,Daniel Day-Lewis,There Will Be Blood,TRUE,,,,,0
2007,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street,FALSE,,,,,0
2007,Tommy Lee Jones,In the Valley of Elah,FALSE,,,,,0
2007,Viggo Mortensen,Eastern Promises,FALSE,,,,,0
2007,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford,FALSE,,,,,0
2007,Javier Bardem,No Country for Old Men,TRUE,,,,,0
2007,Philip Seymour Hoffman,Charlie Wilson's War,FALSE,,,,,0
2007,Hal Holbrook,Into the Wild,FALSE,,,,,0
2007,Tom Wilkinson,Michael Clayton,FALSE,,,,,0
2007,Cate Blanchett,Elizabeth: The Golden Age,FALSE,,,,,0
2007,Julie Christie,Away from Her,FALSE,,,,,0
2007,Marion Cotillard,La Vie en Rose,TRUE,,,,,0
2007,Laura Linney,The Savages,FALSE,,,,,0
2007,Ellen Page,Juno,FALSE,,,,,0
2007,Cate Blanchett,I'm Not There,FALSE,,,,,0
2007,Ruby Dee,American Gangster,FALSE,,,,,0
2007,Saoirse Ronan,Atonement,FALSE,,,,,0
2007,Amy Ryan,Gone Baby Gone,FALSE,,,,,0
2007,Tilda Swinton,Michael Clayton,TRUE,,,,,0
2007,Marjane Satrapi and Vincent Paronnaud,Persepolis,FALSE,,,,,0
2007,Brad Bird,Ratatouille,TRUE,,,,,0
2007,Ash Brannon and Chris Buck,Surf's Up,FALSE,,,,,0
2007,Art Direction: Arthur Max; Set Decoration: Beth A. Rubino,American Gangster,FALSE,,,,,0
2007,Art Direction: Sarah Greenwood; Set Decoration: Katie Spencer,Atonement,FALSE,,,,,0
2007,Art Direction: Dennis Gassner; Set Decoration: Anna Pinnock,The Golden Compass,FALSE,,,,,0
2007,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,Sweeney Todd The Demon Barber of Fleet Street,TRUE,,,,,0
2007,Art Direction: Jack Fisk; Set Decoration: Jim Erickson,There Will Be Blood,FALSE,,,,,0
2007,Roger Deakins,The Assassination of Jesse James by the Coward Robert Ford,FALSE,,,,,0
2007,Seamus McGarvey,Atonement,FALSE,,,,,0
2007,Janusz Kaminski,The Diving Bell and the Butterfly,FALSE,,,,,0
2007,Roger Deakins,No Country for Old Men,FALSE,,,,,0
2007,Robert Elswit,There Will Be Blood,TRUE,,,,,0
2007,Albert Wolsky,Across the Universe,FALSE,,,,,0
2007,Jacqueline Durran,Atonement,FALSE,,,,,0
2007,Alexandra Byrne,Elizabeth: The Golden Age,TRUE,,,,,0
2007,Marit Allen,La Vie en Rose,FALSE,,,,,0
2007,Colleen Atwood,Sweeney Todd The Demon Barber of Fleet Street,FALSE,,,,,0
2007,Julian Schnabel,The Diving Bell and the Butterfly,FALSE,,,,,0
2007,Jason Reitman,Juno,FALSE,,,,,0
2007,Tony Gilroy,Michael Clayton,FALSE,,,,,0
2007,Joel Coen and Ethan Coen,No Country for Old Men,TRUE,,,,,0
2007,Paul Thomas Anderson,There Will Be Blood,FALSE,,,,,0
2007,Charles Ferguson and Audrey Marrs,No End in Sight,FALSE,,,,,0
2007,Richard E. Robbins,Operation Homecoming: Writing the Wartime Experience,FALSE,,,,,0
2007,Michael Moore and Meghan O'Hara,Sicko,FALSE,,,,,0
2007,Alex Gibney and Eva Orner,Taxi to the Dark Side,TRUE,,,,,0
2007,Andrea Nix Fine and Sean Fine,War/Dance,FALSE,,,,,0
2007,Cynthia Wade and Vanessa Roth,Freeheld,TRUE,,,,,0
2007,Amanda Micheli and Isabel Vega,La Corona (The Crown),FALSE,,,,,0
2007,Tim Sternberg and Francisco Bello,Salim Baba,FALSE,,,,,0
2007,James Longley,Sari's Mother,FALSE,,,,,0
2007,Christopher Rouse,The Bourne Ultimatum,TRUE,,,,,0
2007,Juliette Welfling,The Diving Bell and the Butterfly,FALSE,,,,,0
2007,Jay Cassidy,Into the Wild,FALSE,,,,,0
2007,Roderick Jaynes,No Country for Old Men,FALSE,,,,,0
2007,Dylan Tichenor,There Will Be Blood,FALSE,,,,,0
2007,Israel,Beaufort,FALSE,,,,,0
2007,Austria,The Counterfeiters,TRUE,,,,,0
2007,Poland,Katyn,FALSE,,,,,0
2007,Kazakhstan,Mongol,FALSE,,,,,0
2007,Russia,12,FALSE,,,,,0
2007,Didier Lavergne and Jan Archibald,La Vie en Rose,TRUE,,,,,0
2007,Rick Baker and Kazuhiro Tsuji,Norbit,FALSE,,,,,0
2007,Ve Neill and Martin Samuel,Pirates of the Caribbean: At World's End,FALSE,,,,,0
2007,Dario Marianelli,Atonement,TRUE,,,,,0
2007,Alberto Iglesias,The Kite Runner,FALSE,,,,,0
2007,James Newton Howard,Michael Clayton,FALSE,,,,,0
2007,Michael Giacchino,Ratatouille,FALSE,,,,,0
2007,Marco Beltrami,3:10 to Yuma,FALSE,,,,,0
2007,Music and Lyric by Glen Hansard and Marketa Irglova,Once,TRUE,,,,,0
2007,Music by Alan Menken; Lyric by Stephen Schwartz,Enchanted,FALSE,,,,,0
2007,"Music and Lyric by Jamal Joseph, Charles Mack and Tevin Thomas",August Rush,FALSE,,,,,0
2007,Music by Alan Menken; Lyric by Stephen Schwartz,Enchanted,FALSE,,,,,0
2007,Music by Alan Menken; Lyric by Stephen Schwartz,Enchanted,FALSE,,,,,0
2007,"Tim Bevan, Eric Fellner and Paul Webster, Producers",Atonement,FALSE,,,,,0
2007,"Lianne Halfon, Mason Novick and Russell Smith, Producers",Juno,FALSE,,,,,0
2007,"Sydney Pollack, Jennifer Fox and Kerry Orent, Producers",Michael Clayton,FALSE,,,,,0
2007,"Scott Rudin, Ethan Coen and Joel Coen, Producers",No Country for Old Men,TRUE,,,,,0
2007,"JoAnne Sellar, Paul Thomas Anderson and Daniel Lupi, Producers",There Will Be Blood,FALSE,,,,,0
2007,Josh Raskin,I Met the Walrus,FALSE,,,,,0
2007,Chris Lavis and Maciek Szczerbowski,Madame Tutli-Putli,FALSE,,,,,0
2007,Samuel Tourneux and Simon Vanesse,Même les Pigeons Vont au Paradis (Even Pigeons Go to Heaven),FALSE,,,,,0
2007,Alexander Petrov,My Love (Moya Lyubov),FALSE,,,,,0
2007,Suzie Templeton and Hugh Welchman,Peter & the Wolf,TRUE,,,,,0
2007,Christian E. Christiansen and Louise Vesth,At Night,FALSE,,,,,0
2007,Andrea Jublin,Il Supplente (The Substitute),FALSE,,,,,0
2007,Philippe Pollet-Villard,Le Mozart des Pickpockets (The Mozart of Pickpockets),TRUE,,,,,0
2007,Guido Thys and Anja Daelemans,Tanghi Argentini,FALSE,,,,,0
2007,Daniel Barber and Matthew Brown,The Tonto Woman,FALSE,,,,,0
2007,Karen Baker Landers and Per Hallberg,The Bourne Ultimatum,TRUE,,,,,0
2007,Skip Lievsay,No Country for Old Men,FALSE,,,,,0
2007,Randy Thom and Michael Silvers,Ratatouille,FALSE,,,,,0
2007,Christopher Scarabosio and Matthew Wood,There Will Be Blood,FALSE,,,,,0
2007,Ethan Van der Ryn and Mike Hopkins,Transformers,FALSE,,,,,0
2007,"Scott Millan, David Parker and Kirk Francis",The Bourne Ultimatum,TRUE,,,,,0
2007,"Skip Lievsay, Craig Berkey, Greg Orloff and Peter Kurland",No Country for Old Men,FALSE,,,,,0
2007,"Randy Thom, Michael Semanick and Doc Kane",Ratatouille,FALSE,,,,,0
2007,"Paul Massey, David Giammarco and Jim Stuebe",3:10 to Yuma,FALSE,,,,,0
2007,"Kevin O'Connell, Greg P. Russell and Peter J. Devlin",Transformers,FALSE,,,,,0
2007,"Michael Fink, Bill Westenhofer, Ben Morris and Trevor Wood",The Golden Compass,TRUE,,,,,0
2007,"John Knoll, Hal Hickel, Charles Gibson and John Frazier",Pirates of the Caribbean: At World's End,FALSE,,,,,0
2007,"Scott Farrar, Scott Benza, Russell Earl and John Frazier",Transformers,FALSE,,,,,0
2007,Screenplay by Christopher Hampton,Atonement,FALSE,,,,,0
2007,Written by Sarah Polley,Away from Her,FALSE,,,,,0
2007,Screenplay by Ronald Harwood,The Diving Bell and the Butterfly,FALSE,,,,,0
2007,Written for the screen by Joel Coen & Ethan Coen,No Country for Old Men,TRUE,,,,,0
2007,Written for the Screen by Paul Thomas Anderson,There Will Be Blood,FALSE,,,,,0
2007,Written by Diablo Cody,Juno,TRUE,,,,,0
2007,Written by Nancy Oliver,Lars and the Real Girl,FALSE,,,,,0
2007,Written by Tony Gilroy,Michael Clayton,FALSE,,,,,0
